field,campaign_canonical,campaign_code,campaign_raw,campaign_year,well_raw,well_canonical,level_2,level_3,level_4,level_5,pricing_basis,unit_price_basis,quantity_value,unit_price_usd,actual_cost_usd,actual_depth_ft,actual_days,npt_days,active_operational_days,data_quality_flag,source_workbook,source_sheet,source_row_key
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Special Requirement Existing Pad,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,43417.870000,43417.870000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1134
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,377631.680000,377631.680000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1135
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Tie-in,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,292017.330000,292017.330000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1136
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,1051404.930000,1051404.930000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1137
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,General,,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,208699.680000,208699.680000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,1138
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-6,AWI 2-6,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,5484.000000,0.000000,0.000000,5484.000000,11.041667,0.458333,10.583333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,867
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-7 ML,AWI 2-7 ML,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,5497.000000,0.000000,0.000000,5497.000000,26.000000,0.041667,25.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,868
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-7,AWI 21-7,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,5060.000000,0.000000,0.000000,5060.000000,16.416667,0.083333,16.333333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,863
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-8,AWI 21-8,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,4055.000000,0.000000,0.000000,4055.000000,13.916667,0.187500,13.729167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,864
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-1,AWI 23-1,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,9000.000000,0.000000,0.000000,9000.000000,13.697917,0.041667,13.656250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,865
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-2,AWI 23-2,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,8050.000000,0.000000,0.000000,8050.000000,20.000000,0.020833,19.979167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,866
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 3-9,AWI 3-9,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,5500.000000,0.000000,0.000000,5500.000000,12.583333,0.145833,12.437500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,869
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-10 RD,AWI 9-10 RD,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,870
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-11,AWI 9-11,Drilling Cost,Well Cost,Material - LL,Asset Transfer,depth_rate,ft_md,9000.000000,0.000000,0.000000,9000.000000,11.333333,0.125000,11.208333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,871
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-6,AWI 2-6,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,5484.000000,104.892367,575229.740000,5484.000000,11.041667,0.458333,10.583333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,876
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-7 ML,AWI 2-7 ML,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,5497.000000,131.971570,725447.720000,5497.000000,26.000000,0.041667,25.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,877
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-7,AWI 21-7,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,5060.000000,84.882585,429505.880000,5060.000000,16.416667,0.083333,16.333333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,872
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-8,AWI 21-8,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,4055.000000,107.357699,435335.470000,4055.000000,13.916667,0.187500,13.729167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,873
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-1,AWI 23-1,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,9000.000000,117.136996,1054232.960000,9000.000000,13.697917,0.041667,13.656250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,874
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-2,AWI 23-2,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,8050.000000,119.931851,965451.400000,8050.000000,20.000000,0.020833,19.979167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,875
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 3-9,AWI 3-9,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,5500.000000,107.801071,592905.890000,5500.000000,12.583333,0.145833,12.437500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,878
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-10 RD,AWI 9-10 RD,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,0.000000,0.000000,16239.590000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,879
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-11,AWI 9-11,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,9000.000000,0.425713,3831.420000,9000.000000,11.333333,0.125000,11.208333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,880
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-6,AWI 2-6,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,5484.000000,8.269416,45349.480000,5484.000000,11.041667,0.458333,10.583333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,885
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-7 ML,AWI 2-7 ML,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,5497.000000,6.098345,33522.600000,5497.000000,26.000000,0.041667,25.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,886
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-7,AWI 21-7,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,5060.000000,7.593411,38422.660000,5060.000000,16.416667,0.083333,16.333333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,881
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-8,AWI 21-8,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,4055.000000,0.000000,0.000000,4055.000000,13.916667,0.187500,13.729167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,882
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-1,AWI 23-1,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,9000.000000,0.000000,0.000000,9000.000000,13.697917,0.041667,13.656250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,883
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-2,AWI 23-2,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,8050.000000,0.000000,0.000000,8050.000000,20.000000,0.020833,19.979167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,884
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 3-9,AWI 3-9,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,5500.000000,0.000000,0.000000,5500.000000,12.583333,0.145833,12.437500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,887
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-10 RD,AWI 9-10 RD,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,888
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-11,AWI 9-11,Drilling Cost,Well Cost,Material - LL,Casing Repair & Modif,depth_rate,ft_md,9000.000000,0.000000,0.000000,9000.000000,11.333333,0.125000,11.208333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,889
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-6,AWI 2-6,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,5484.000000,17.405864,95453.760000,5484.000000,11.041667,0.458333,10.583333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,894
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-7 ML,AWI 2-7 ML,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,5497.000000,53.669300,295020.140000,5497.000000,26.000000,0.041667,25.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,895
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-7,AWI 21-7,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,5060.000000,24.913522,126062.420000,5060.000000,16.416667,0.083333,16.333333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,890
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-8,AWI 21-8,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,4055.000000,24.766737,100429.120000,4055.000000,13.916667,0.187500,13.729167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,891
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-1,AWI 23-1,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,9000.000000,36.555798,329002.180000,9000.000000,13.697917,0.041667,13.656250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,892
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-2,AWI 23-2,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,8050.000000,24.814882,199759.800000,8050.000000,20.000000,0.020833,19.979167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,893
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 3-9,AWI 3-9,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,5500.000000,43.461755,239039.650000,5500.000000,12.583333,0.145833,12.437500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,896
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-10 RD,AWI 9-10 RD,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,897
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-11,AWI 9-11,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,9000.000000,3.651840,32866.560000,9000.000000,11.333333,0.125000,11.208333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,898
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-6,AWI 2-6,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,5484.000000,10.159389,55714.090000,5484.000000,11.041667,0.458333,10.583333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,903
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-7 ML,AWI 2-7 ML,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,5497.000000,20.294357,111558.080000,5497.000000,26.000000,0.041667,25.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,904
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-7,AWI 21-7,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,5060.000000,14.140431,71550.580000,5060.000000,16.416667,0.083333,16.333333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,899
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-8,AWI 21-8,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,4055.000000,17.645026,71550.580000,4055.000000,13.916667,0.187500,13.729167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,900
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-1,AWI 23-1,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,9000.000000,8.857771,79719.940000,9000.000000,13.697917,0.041667,13.656250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,901
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-2,AWI 23-2,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,8050.000000,9.490719,76400.290000,8050.000000,20.000000,0.020833,19.979167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,902
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 3-9,AWI 3-9,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,5500.000000,10.240433,56322.380000,5500.000000,12.583333,0.145833,12.437500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,905
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-10 RD,AWI 9-10 RD,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,906
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-11,AWI 9-11,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,9000.000000,0.000000,0.000000,9000.000000,11.333333,0.125000,11.208333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,907
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-6,AWI 2-6,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,5484.000000,4.787511,26254.710000,5484.000000,11.041667,0.458333,10.583333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,912
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-7 ML,AWI 2-7 ML,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,5497.000000,7.823031,43003.200000,5497.000000,26.000000,0.041667,25.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,913
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-7,AWI 21-7,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,5060.000000,2.758000,13955.480000,5060.000000,16.416667,0.083333,16.333333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,908
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-8,AWI 21-8,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,4055.000000,0.145480,589.920000,4055.000000,13.916667,0.187500,13.729167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,909
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-1,AWI 23-1,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,9000.000000,1.583380,14250.420000,9000.000000,13.697917,0.041667,13.656250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,910
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-2,AWI 23-2,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,8050.000000,0.071605,576.420000,8050.000000,20.000000,0.020833,19.979167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,911
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 3-9,AWI 3-9,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,5500.000000,1.191924,6555.580000,5500.000000,12.583333,0.145833,12.437500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,914
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-10 RD,AWI 9-10 RD,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,0.000000,0.000000,3627.980000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,915
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-11,AWI 9-11,Drilling Cost,Well Cost,Material - Non LL,Consumables,depth_rate,ft_md,9000.000000,3.060952,27548.570000,9000.000000,11.333333,0.125000,11.208333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,916
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-6,AWI 2-6,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,10.583333,897.528217,9498.840000,5484.000000,11.041667,0.458333,10.583333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,921
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 2-7 ML,AWI 2-7 ML,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,25.958333,524.161162,13606.350000,5497.000000,26.000000,0.041667,25.958333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,922
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-7,AWI 21-7,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,16.333333,65.679797,1072.770000,5060.000000,16.416667,0.083333,16.333333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,917
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 21-8,AWI 21-8,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,13.729167,3072.243931,42179.350000,4055.000000,13.916667,0.187500,13.729167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,918
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-1,AWI 23-1,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,13.656250,1177.518719,16080.490000,9000.000000,13.697917,0.041667,13.656250,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,919
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 23-2,AWI 23-2,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,19.979167,1709.169356,34147.780000,8050.000000,20.000000,0.020833,19.979167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,920
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 3-9,AWI 3-9,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,12.437500,1208.789548,15034.320000,5500.000000,12.583333,0.145833,12.437500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,923
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-10 RD,AWI 9-10 RD,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,0.000000,0.000000,6359.840000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,924
SALAK,SALAK_2025_2026,E540-30101-D245401,SLK - 2025,2025,AWI 9-11,AWI 9-11,Drilling Cost,Well Cost,Services,API non API Machine Shop Service,active_day_rate,active_operational_day,11.208333,858.392591,9621.150000,9000.000000,11.333333,0.125000,11.208333,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,925
