field,campaign_canonical,campaign_code,campaign_raw,campaign_year,well_raw,well_canonical,level_2,level_3,level_4,level_5,pricing_basis,unit_price_basis,quantity_value,unit_price_usd,actual_cost_usd,actual_depth_ft,actual_days,npt_days,active_operational_days,data_quality_flag,source_workbook,source_sheet,source_row_key
WAYANG_WINDU,WAYANG_WINDU_2018,E500-2-0-8501-185003,WW - 2018,2018,General,,Support Cost,Well Insurance,Well Insurance,Insurance,campaign_scope_benchmark,campaign,1.000000,117507.880000,117507.880000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,96
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Surface Facilities Cost,Conductor Casing Installation & Material,Conductor Casing Installation & Material,Service,per_well_job,well,1.000000,113533.870000,113533.870000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,348
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Surface Facilities Cost,Conductor Casing Installation & Material,Conductor Casing Installation & Material,Service,per_well_job,well,1.000000,131575.610000,131575.610000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,349
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Surface Facilities Cost,Conductor Casing Installation & Material,Conductor Casing Installation & Material,Service,per_well_job,well,1.000000,103755.900000,103755.900000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,350
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Surface Facilities Cost,Conductor Casing Installation & Material,Conductor Casing Installation & Material,Service,per_well_job,well,1.000000,101119.670000,101119.670000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,351
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,Drilling Operation Water Support,Drilling Operation Water Support,Drilling Operation Water Support,campaign_scope_benchmark,campaign,1.000000,129437.170000,129437.170000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,331
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Drilling Cost,Explosive,Explosive,Explosive,campaign_scope_benchmark,campaign,1.000000,129531.420000,129531.420000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,226
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,IT & Communication,Drilling Facilities Support,Hardware Supply,campaign_scope_benchmark,campaign,1.000000,15984.040000,15984.040000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,332
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,IT & Communication,Internet and IT Support Service,Internet and IT Support Service,campaign_scope_benchmark,campaign,1.000000,18015.030000,18015.030000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,333
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Drilling Cost,LIH,LIH,LIH,campaign_scope_benchmark,campaign,1.000000,330865.540000,330865.540000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,227
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,PGPA & Security,PGPA,PGPA,campaign_scope_benchmark,campaign,1.000000,4156.680000,4156.680000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,334
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,PGPA & Security,Security,Security,campaign_scope_benchmark,campaign,1.000000,65091.260000,65091.260000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,335
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,campaign_scope_benchmark,campaign,1.000000,36778.030000,36778.030000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,336
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,per_well_job,well,1.000000,5802.670000,5802.670000,0.000000,0.000000,0.000000,0.000000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,337
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,per_well_job,well,1.000000,17944.210000,17944.210000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,338
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,per_well_job,well,1.000000,21184.520000,21184.520000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,339
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,per_well_job,well,1.000000,3034.210000,3034.210000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,340
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,per_well_job,well,1.000000,3034.210000,3034.210000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,341
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Support Cost,Project Management Cost,Project Management Cost,Project Management Cost,per_well_job,well,1.000000,3034.210000,3034.210000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,342
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Drilling Cost,Rig Move,Interpad Move,Rig Move,campaign_scope_benchmark,campaign,1.000000,3981170.510000,3981170.510000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,228
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Drilling Cost,Rig Skid,Rig Skid,Rig Skid,campaign_scope_benchmark,campaign,1.000000,201214.070000,201214.070000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,229
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,SHE,Drill Cutting,Drill Cutting - Transport & Process,campaign_scope_benchmark,campaign,1.000000,135591.230000,135591.230000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,343
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,SHE,Environmental Monitoring,Sampling and Lab Analysis,campaign_scope_benchmark,campaign,1.000000,8336.880000,8336.880000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,344
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Support Cost,SHE,Hazardous Waste,Hazardous Waste,campaign_scope_benchmark,campaign,1.000000,16051.550000,16051.550000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,345
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,339765.290000,339765.290000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,352
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,43316.390000,43316.390000,0.000000,0.000000,0.000000,0.000000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,353
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,40570.570000,40570.570000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,354
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,32466.060000,32466.060000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,355
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,24941.430000,24941.430000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,356
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,11509.150000,11509.150000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,357
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Surface Facilities Cost,Special Requirement Existing Pad,Construction,Construction,campaign_scope_benchmark,campaign,1.000000,24870.390000,24870.390000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,358
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,160032.470000,160032.470000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,359
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,127823.740000,127823.740000,0.000000,0.000000,0.000000,0.000000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,360
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,150242.220000,150242.220000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,361
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,163175.010000,163175.010000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,362
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,151195.770000,151195.770000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,363
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,30995.670000,30995.670000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,364
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Surface Facilities Cost,Tie-in,Construction,"Installation, Hook Up & Pre-Commisioning",campaign_scope_benchmark,campaign,1.000000,145307.490000,145307.490000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,365
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Surface Facilities Cost,Tie-in,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,4339.440000,4339.440000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,366
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Surface Facilities Cost,Tie-in,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,6424.630000,6424.630000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,367
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Surface Facilities Cost,Tie-in,Engineering,Engineering,campaign_scope_benchmark,campaign,1.000000,6424.610000,6424.610000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,368
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,208653.620000,208653.620000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,369
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,10090.500000,10090.500000,0.000000,0.000000,0.000000,0.000000,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,370
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,47330.470000,47330.470000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,371
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,52316.650000,52316.650000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,372
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,101977.030000,101977.030000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,373
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,72676.010000,72676.010000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,374
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Surface Facilities Cost,Tie-in,Procurement,Material - LL,campaign_scope_benchmark,campaign,1.000000,83379.700000,83379.700000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,375
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,General,,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,59483.980000,59483.980000,,,,,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,376
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,12494.310000,12494.310000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,377
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,11463.180000,11463.180000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,378
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,19141.450000,19141.450000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,379
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,11660.590000,11660.590000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,380
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Surface Facilities Cost,Tie-in,Procurement,Material - Non LL,campaign_scope_benchmark,campaign,1.000000,12278.160000,12278.160000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,381
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,0.000000,0.000000,72987.900000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,230
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,4500.000000,90.959524,409317.860000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,231
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,7065.000000,84.066752,593931.600000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,232
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,4325.000000,85.153697,368289.740000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,233
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,5263.000000,97.638522,513871.540000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,234
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Material - LL,Casing,depth_rate,ft_md,7158.000000,81.848358,585870.550000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,235
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Material - LL,Equipment Rental,depth_rate,ft_md,0.000000,0.000000,533496.040000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,236
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Material - LL,Equipment Rental,depth_rate,ft_md,4500.000000,51.363776,231136.990000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,237
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Material - LL,Equipment Rental,depth_rate,ft_md,7065.000000,48.808580,344832.620000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,238
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Material - LL,Equipment Rental,depth_rate,ft_md,4325.000000,41.464583,179334.320000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,239
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Material - LL,Equipment Rental,depth_rate,ft_md,5263.000000,144.789346,762026.330000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,240
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Material - LL,Equipment Rental,depth_rate,ft_md,7158.000000,37.758175,270273.020000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,241
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,0.000000,0.000000,200286.600000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,242
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,4500.000000,37.766904,169951.070000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,243
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,7065.000000,12.892347,91084.430000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,244
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,4325.000000,20.556104,88905.150000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,245
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,5263.000000,42.980467,226206.200000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,246
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Material - LL,Fuel & Lubricants,depth_rate,ft_md,7158.000000,30.485712,218216.730000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,247
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,4500.000000,17.817211,80177.450000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,248
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,7065.000000,9.076361,64124.490000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,249
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,4325.000000,15.389824,66560.990000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,250
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,5263.000000,10.660353,56105.440000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,251
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Material - LL,Well Equipment Surface,depth_rate,ft_md,7158.000000,7.355870,52653.320000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,252
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBD-8WO,MBD-8WO,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,0.000000,0.000000,15385.860000,0.000000,0.000000,0.000000,0.000000,missing_quantity,20260422_Data for Dashboard.xlsx,Structured.Cost,253
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-6,MBE-6,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,15.104167,4754.822295,71817.630000,4500.000000,15.229167,0.125000,15.104167,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,254
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBE-7,MBE-7,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,23.812500,4642.405879,110547.290000,7065.000000,24.104167,0.291667,23.812500,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,255
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,MBI-1,MBI-1,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,10.895833,8335.080943,90817.650000,4325.000000,10.916667,0.020833,10.895833,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,256
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-8,WWA-8,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,44.385417,3861.792940,171407.290000,5263.000000,45.229167,0.843750,44.385417,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,257
WAYANG_WINDU,WAYANG_WINDU_2021,E500-30101-D205011,WW - 2021,2021,WWA-9,WWA-9,Drilling Cost,Well Cost,Services,"Bits, Reamer and Core heads",active_day_rate,active_operational_day,14.791667,7473.618761,110547.280000,7158.000000,14.854167,0.062500,14.791667,ok,20260422_Data for Dashboard.xlsx,Structured.Cost,258
